# alphabio_phy abioa_phy bbioa_phy abioa_dia bbioh phykf phymaxqc phylmor diamaxqs diaVmaxs dialmor overflow zooCingest zooCassim zooeps zprefdia zoolmor mesCassim meseps mprefphy meslmor mesqmor mespreyswitch detqrem ldetphi phyrad0 diarad0 zoorad0 phybiot diabiot dfefloor kscav_dfe kcoag_dfe bsi_alpha aoalmor pbac_alpha lbac_alpha lbac_beta baclmor bacqmor
3.3009213156 0.0000168229 1.0729080792 0.0000109615 1.0632633861 0.2117611272 0.0254661922 -2.1348639320 0.7978761768 0.0000013910 -1.2412890241 0.5894432864 0.8910260182 0.5269559391 0.0000043073 0.4540972788 -2.3714575887 0.4973791045 0.0000018398 0.8910225882 -3.8665668624 0.0000012131 1.8213078764 0.0000018168 0.9147319695 8.7960213592 90.1731832662 18.6486829147 1.6235247483 0.9328820959 0.0352885362 -2.9629966640 -7.2367193822 -9.6545478832 -1.4664075185 0.5702368435 0.2613647467 0.5983951419 -3.0007270270 0.0000006882
3.6248381511 0.0000167683 1.0609056209 0.0000112928 1.0728903675 0.5361175075 0.0169467431 -2.2547401205 0.5885354171 0.0000029802 -1.0879682088 0.4804670484 0.7022664115 0.5312940834 0.0000037505 0.7468958316 -2.6419359730 0.4850175443 0.0000015957 0.8814113032 -3.7645066294 0.0000012666 2.1834447586 0.0000013800 0.8403547881 7.7533726310 104.4001843901 34.4589728585 1.8291817254 0.8966928691 0.0205447552 -3.5734447726 -6.4302323627 -8.7118037321 -1.1836017515 0.3513301641 0.1866548514 0.5570135852 -2.2954014552 0.0000002997
3.5272862986 0.0000155295 1.0714094640 0.0000077768 1.0701635115 0.5272508867 0.0174166749 -2.1775719076 0.7267746568 0.0000018867 -1.1279424104 0.6122503141 0.7135053064 0.5117722624 0.0000037579 0.6293568265 -2.3440572985 0.4493005413 0.0000021014 0.8838278326 -3.9412704308 0.0000009438 2.5938373246 0.0000024147 0.8081214870 9.5259940091 105.3738600874 34.6611247978 1.8235434026 0.8414777955 0.0404493358 -3.7225513910 -6.6337133641 -9.3884057560 -1.4542297915 0.2652116950 0.3063162566 0.4998720621 -2.6668232795 0.0000002153
3.1691095400 0.0000162728 1.0619351647 0.0000089410 1.0692262759 0.5327068382 0.0139217028 -2.2411338396 0.6388106458 0.0000046391 -1.0548191444 0.5747265889 0.7782361631 0.5429134788 0.0000034444 0.4835850525 -2.8256524319 0.5111804195 0.0000017665 0.8728192493 -3.6739711697 0.0000009676 2.6289774597 0.0000015103 0.8411461866 10.2233569659 101.8449030261 32.4890855080 1.6136456498 1.0708804675 0.0459252173 -2.6777014954 -6.6926982941 -9.2703654048 -1.6358930803 0.3724848348 0.3545633631 0.2741764323 -2.4409488333 0.0000004715
3.6245426572 0.0000164235 1.0637718015 0.0000104228 1.0654700449 0.1790581510 0.0173766555 -2.1550017866 0.6323780496 0.0000019246 -1.0421857627 0.6173126242 0.7689890669 0.4741785077 0.0000033735 0.6207142198 -3.0149212806 0.5625528626 0.0000016330 0.9511821095 -3.8559584590 0.0000011450 1.9514535199 0.0000019635 0.8344061148 8.8480645063 115.9463864853 40.4427023629 1.7493979529 0.9971941662 0.0366144888 -3.5846181353 -7.6547832194 -8.9767414918 -1.5204023526 0.7896655061 0.2314087688 0.2019843835 -2.4465070372 0.0000002303
3.6049582713 0.0000168856 1.0710796500 0.0000116517 1.0742418119 0.3258493876 0.0163217899 -2.0059162287 0.7255747698 0.0000031598 -1.3833946784 0.5525653522 0.7831399659 0.5454539453 0.0000039659 0.8131706706 -2.6460244714 0.5075848406 0.0000020780 0.8465647997 -3.9129042143 0.0000008033 2.3003494033 0.0000047312 0.8143666561 17.8609952432 126.9747441369 22.7404561624 1.5090680934 1.3803439618 0.0340521479 -3.6654367986 -7.8074329411 -9.5106495295 -1.7876610772 0.7902296240 0.4793594367 0.4719261690 -2.7242324915 0.0000003032
3.2510496164 0.0000164179 1.0754538077 0.0000070942 1.0691106207 0.2612115746 0.0207332802 -1.8143874752 0.6723487361 0.0000023172 -1.1834906587 0.5773647748 0.6615585505 0.5282484643 0.0000034198 0.4892345829 -2.7892367314 0.5450660365 0.0000018854 0.9026426893 -3.9172172134 0.0000013012 2.2405337361 0.0000039739 0.7694640995 8.6795854559 118.8842465115 34.9013388990 1.7283929137 1.4667290705 0.0341407181 -2.2671606925 -6.9353682335 -9.5530792300 -1.6923570988 0.4495912511 0.3852476549 0.4668031519 -2.9360791825 0.0000004179
3.1408392957 0.0000160125 1.0697064609 0.0000100009 1.0716258683 0.6271417469 0.0156794162 -2.0183578241 0.8095822933 0.0000032094 -1.1520482311 0.6795612980 0.7557992903 0.5353042257 0.0000029893 0.5661637404 -2.4711463838 0.5520968476 0.0000019078 0.8964187323 -3.9116507387 0.0000006654 2.3233023565 0.0000018455 0.8802727620 14.0095607464 96.6008877101 24.6037168759 1.3612584639 0.7908920133 0.0263375513 -2.1501196267 -7.2724002436 -9.6488702899 -1.6033844511 0.4228827855 0.1630253469 0.3642242284 -2.6259352273 0.0000003077
3.5135150119 0.0000159201 1.0572650556 0.0000106643 1.0663726299 0.7113210747 0.0262162678 -1.9818946258 0.8490304142 0.0000025348 -1.3065590621 0.6179674140 0.7848477578 0.5215727144 0.0000042684 0.7412834403 -2.3937990798 0.5064423000 0.0000018198 0.7574408271 -3.8865726710 0.0000007630 2.3689751186 0.0000020416 0.7690224186 7.8616902908 85.8327539322 28.1862571744 1.6493877334 0.6424939750 0.0314112642 -3.0018177178 -6.9465296945 -8.5130479866 -1.7032782875 0.5040244784 0.3394791338 0.3998807708 -2.6742681084 0.0000002758
2.9306055032 0.0000160435 1.0697754300 0.0000075589 1.0757815214 0.2850910015 0.0275192268 -2.1515725402 0.8115690396 0.0000036449 -1.2212542370 0.6050757020 0.7851771051 0.5408011786 0.0000036668 0.3882710719 -2.6989308567 0.5577302480 0.0000021182 0.7755835319 -3.7787817546 0.0000012327 1.7609226564 0.0000023902 0.8981360074 16.7688336046 138.3828525293 26.4926107249 1.4709094668 1.2560750409 0.0361587680 -3.3373399463 -6.8034294302 -9.2946766151 -1.2583758017 0.4055162668 0.2713034643 0.4058520216 -2.4433448655 0.0000005392
3.0250417874 0.0000165110 1.0566377110 0.0000096016 1.0667791783 0.5363860043 0.0145483109 -1.8943381966 0.6640874600 0.0000020899 -1.0397220735 0.6572587632 0.7957868243 0.5707934850 0.0000036726 0.7123758541 -2.2530705332 0.5462548295 0.0000018533 0.8222848247 -3.6535765516 0.0000008513 2.5620024917 0.0000035882 0.7891094174 8.6355219113 117.0841554223 11.4470014619 1.8654898108 1.6291598451 0.0348909445 -2.5821930587 -7.5299176799 -8.9374531640 -1.1643127080 0.8193277280 0.2511041171 0.3148766842 -2.3722548739 0.0000004402
2.5593986993 0.0000168852 1.0733801886 0.0000119283 1.0670538476 0.2289578630 0.0146394643 -1.9854330541 0.6669881798 0.0000043812 -1.4173651796 0.7135107873 0.8057935656 0.4928642928 0.0000037481 0.2839089520 -2.6479754402 0.5333471814 0.0000017931 0.7735040680 -3.7966469807 0.0000007367 2.7185176556 0.0000034117 0.8917232047 10.4121607179 79.8122764011 28.8943233024 1.6553660129 1.3456166420 0.0368892651 -3.5431088743 -7.5479807409 -8.2458620476 -1.6224411797 0.3660654897 0.2450321552 0.3444409308 -2.7513971339 0.0000006508
3.5920718134 0.0000161073 1.0710752563 0.0000106386 1.0737514480 0.2993614701 0.0147314716 -1.8529676113 0.6599668111 0.0000027746 -1.1810417588 0.6152313879 0.7934226113 0.5369774680 0.0000043669 0.5689489446 -2.8502685225 0.4232335346 0.0000018608 0.8043850168 -3.8364666987 0.0000007578 2.4331043967 0.0000016725 0.9025002492 11.4347891712 101.5826976640 32.7087457719 1.7336089266 0.4839780301 0.0415300729 -3.2719833616 -7.2423027049 -8.9264809183 -1.4622702801 0.4436941348 0.3711414453 0.3808200579 -2.5363239630 0.0000004603
3.4996620029 0.0000155763 1.0614072045 0.0000089552 1.0746549426 0.2332600001 0.0208716933 -1.7773960898 0.6089104280 0.0000036304 -1.0747415594 0.6703267675 0.8183756686 0.5297671060 0.0000035782 0.6400231739 -2.6882082730 0.4471866267 0.0000017877 0.8121129482 -3.8648667624 0.0000009842 2.4374922761 0.0000016691 0.7650841374 7.3314618711 136.9734510953 20.1353159124 1.6040116492 0.8228792267 0.0303935008 -3.3643659887 -7.5671490807 -9.0914417771 -1.6074005341 0.4706732796 0.2744741098 0.4501718718 -2.9790906008 0.0000004050
3.5310531459 0.0000155420 1.0588390965 0.0000116155 1.0672110333 0.3036087845 0.0148061951 -2.0878902756 0.8669057426 0.0000040571 -1.2259254754 0.7868314779 0.7909651011 0.4971196605 0.0000042500 0.5533337488 -3.1470169280 0.5779670299 0.0000018660 0.8717434485 -3.7310667308 0.0000012900 2.3506337482 0.0000022789 0.7500529054 13.8420078702 133.1750586476 38.8451520308 1.5555209656 0.5369112005 0.0227988701 -2.3577825385 -6.9747271181 -9.0958076772 -1.7415881067 0.3000512119 0.2519568650 0.6695450448 -2.7587839682 0.0000002963
3.5875625784 0.0000166809 1.0616866564 0.0000094087 1.0697546447 0.5415620796 0.0252691482 -2.2187884555 0.7080971497 0.0000054766 -1.1723792157 0.6542639559 0.7779370123 0.5526179421 0.0000047154 0.5032278170 -2.4692813690 0.5543520996 0.0000016749 0.7507050302 -3.7201555236 0.0000006928 2.2007976733 0.0000037089 0.9309660204 9.1366090384 143.1424516122 28.0557717724 1.4886200217 1.2941541535 0.0235179450 -2.3334728269 -6.8308250246 -9.2362125320 -1.6369041212 0.4500056350 0.1074843056 0.4243474789 -2.4090094763 0.0000006078
3.3218749291 0.0000168015 1.0754472677 0.0000116193 1.0721593962 0.7749756081 0.0231609958 -2.1397802084 0.6485479405 0.0000020735 -1.0431411588 0.7577584967 0.7882725464 0.4893979381 0.0000040788 0.5545722379 -3.0334001702 0.5685411775 0.0000017513 0.9187726476 -3.9049353282 0.0000006713 2.0068268231 0.0000037693 0.8475735899 11.3639414425 124.1192944302 20.2472512784 1.8770681517 1.0811029494 0.0277252454 -2.9449466464 -7.2678342837 -9.0098220218 -1.6861584028 0.6858828135 0.2267435345 0.5084159290 -2.3896066299 0.0000002680
3.4207445632 0.0000150529 1.0673286418 0.0000092176 1.0740542192 0.2634819734 0.0245075863 -2.0552327084 0.8256212274 0.0000022223 -1.1739228746 0.7193521915 0.6835280946 0.5107019981 0.0000037486 0.3270976669 -2.8184024546 0.5647111678 0.0000019230 0.8263301463 -3.6500408930 0.0000009358 2.3886009853 0.0000016369 0.8762267994 11.3667016378 113.5502875766 30.3531860101 1.8302566688 1.0331364270 0.0373090300 -3.6449228523 -6.8744351405 -8.3892221247 -1.6407854819 0.3119328206 0.4030879641 0.5497968988 -2.4002002364 0.0000002878
2.9306822277 0.0000148522 1.0720531957 0.0000102930 1.0689655398 0.4498906542 0.0195171404 -1.7810353547 0.7072587973 0.0000021367 -1.3157644285 0.4790388170 0.7300534901 0.4373939017 0.0000042305 0.3690189859 -2.6405174085 0.4403696656 0.0000021267 0.8966045149 -3.8792140236 0.0000014809 1.8312297044 0.0000026734 0.7141695015 11.7814162647 113.7909625826 20.6519466963 1.4228459746 1.0615664566 0.0408728106 -3.2008271782 -7.2151586486 -8.7610177241 -1.6959625235 0.5351534902 0.3093400616 0.2509159378 -2.8308823441 0.0000006526
2.8849675833 0.0000164010 1.0700634354 0.0000095862 1.0701373347 0.5621296185 0.0314436326 -2.0764539490 0.5419119687 0.0000021656 -1.3740152668 0.6296584399 0.7763615170 0.4631204592 0.0000037855 0.3999451341 -3.1341932676 0.5551806338 0.0000016412 0.6786140601 -3.7443753472 0.0000008128 2.5475193542 0.0000017288 0.8090288016 6.1984968382 95.8954993356 15.9163548605 1.8071585738 0.8240338571 0.0422218170 -3.4972589699 -6.8945803127 -9.1920706815 -1.7609775630 0.4607268831 0.1086529850 0.4715873613 -2.5232401712 0.0000005671
3.5024654427 0.0000152275 1.0691296453 0.0000091179 1.0722501914 0.8460525868 0.0137286163 -1.9114329703 0.6219113762 0.0000030186 -1.0511810293 0.6956382312 0.8363928259 0.5401081832 0.0000037236 0.5458250152 -3.0668117692 0.5216411515 0.0000017949 0.8357861490 -3.6363092176 0.0000014885 2.2720662087 0.0000030004 0.8552645467 7.9811951912 126.8436034654 31.2200937359 1.6399118888 1.0961819871 0.0383347981 -2.4447959468 -7.6560150045 -9.2762027220 -1.6946534200 0.3336059767 0.3881012382 0.4032874004 -2.6009206022 0.0000004795
3.3333852950 0.0000168149 1.0606105262 0.0000118573 1.0721336046 0.4949139908 0.0179034608 -2.0170849969 0.7696556951 0.0000052908 -1.2491362713 0.8039430312 0.7991301131 0.4896885910 0.0000038770 0.4812825776 -2.5550908691 0.5549827735 0.0000021402 0.6325044987 -3.7840363695 0.0000013495 2.2672590784 0.0000039618 0.9161314361 7.8880816707 123.1900813085 17.9693733170 1.2372929122 0.5046447860 0.0343436321 -3.6155378036 -6.8460400946 -8.5889609052 -1.3159370360 0.1628297113 0.3577151859 0.4376545823 -2.1801750837 0.0000002030
3.4177449939 0.0000157551 1.0745022390 0.0000087145 1.0727292218 0.2892859303 0.0169873851 -2.1614215801 0.8057511840 0.0000052180 -1.1648816727 0.6376790415 0.6795633743 0.4893511483 0.0000035730 0.3859033178 -3.0792495910 0.4309882177 0.0000021314 0.8894380128 -3.9354654771 0.0000008154 2.1945650518 0.0000023687 0.8072773393 9.3961303216 91.9477209083 17.7963188552 1.7014758123 1.1306578335 0.0283853222 -3.7034817086 -6.8904601275 -9.4642290854 -1.7828566554 0.3957530340 0.2546188889 0.1919777130 -2.4672463623 0.0000002386
3.5760324520 0.0000152184 1.0644204988 0.0000080864 1.0705805343 0.5056593959 0.0282488409 -2.0985378612 0.6430646058 0.0000028510 -1.3420553400 0.5017693817 0.7862271060 0.4666968813 0.0000031200 0.7092847332 -2.6959646263 0.5009146670 0.0000020467 0.7967945552 -3.8243916583 0.0000012527 2.7100045214 0.0000015917 0.8981025568 7.6761707629 144.1167471464 32.5186067366 1.4194347183 1.2065241379 0.0343101320 -2.8511365686 -7.5793368977 -8.6562146636 -1.6422559478 0.2406601131 0.0896919072 0.6193460705 -2.2739946078 0.0000004139
3.4755725668 0.0000169706 1.0692134378 0.0000093857 1.0656593350 0.3226770390 0.0202345053 -1.9698705748 0.8534542501 0.0000032009 -1.1904893296 0.6641866617 0.7182812287 0.5019657089 0.0000037242 0.4514527042 -2.7945384701 0.5516344960 0.0000018152 0.9492019827 -3.9448726886 0.0000011142 2.0393804250 0.0000026869 0.8812527934 15.3547939508 109.9078779727 15.4808901611 1.4945644878 1.1527142593 0.0329053451 -3.2402099176 -7.1499402534 -9.3431025055 -1.5551854052 0.4472260227 0.2593518302 0.6658344415 -2.8275906701 0.0000005710
3.4077019829 0.0000153016 1.0709428365 0.0000108536 1.0744940880 0.8998845702 0.0242098309 -1.9608832988 0.8271078349 0.0000041110 -1.0546072330 0.5204358564 0.8081361144 0.5360757965 0.0000031747 0.4830184757 -2.8891804692 0.5552819559 0.0000019244 0.7901374876 -3.7492965116 0.0000009699 2.0098613293 0.0000022599 0.7614206540 11.0938841431 77.6034759954 34.3973169019 1.7841793074 0.8960943692 0.0419019054 -2.5696217031 -6.5903974502 -8.8662889965 -1.6293387311 0.6535596499 0.1106260352 0.1346760860 -2.5829574999 0.0000003947
3.4125637312 0.0000156842 1.0702448312 0.0000113311 1.0738519022 0.3653481455 0.0153117219 -2.0563217617 0.8262062102 0.0000045739 -1.1653859716 0.7083102740 0.8259280252 0.5474233115 0.0000037178 0.4674625058 -2.9282430141 0.5394029480 0.0000017939 0.8614460354 -3.9077666694 0.0000009062 2.0278997515 0.0000034449 0.8124932878 11.9527823244 107.0133118521 34.0067148127 1.5322238294 1.3003718018 0.0358887426 -3.6826023695 -7.6100156269 -8.7318635727 -1.5601316434 0.6004992212 0.1939924034 0.3029427477 -2.4031169981 0.0000001932
3.1593393423 0.0000152566 1.0743837874 0.0000134119 1.0729163470 0.5497066073 0.0297698294 -2.1384891318 0.6497103223 0.0000020231 -1.0451473929 0.6506265817 0.7864016011 0.4269608697 0.0000039213 0.3478789085 -2.5038192168 0.5027633350 0.0000017238 0.7657912677 -3.7871769719 0.0000012510 2.4362962152 0.0000021071 0.7988668611 9.8880517430 142.5714167384 19.0719873273 1.8689663206 1.1893642044 0.0304182251 -2.6570228202 -6.8515064614 -9.1406357376 -1.8251222032 0.7702417160 0.2803435031 0.2875499376 -2.6377117925 0.0000002626
2.6750614690 0.0000150993 1.0607084626 0.0000092071 1.0655752478 0.1809478669 0.0191458870 -1.9372054051 0.5558292564 0.0000028562 -1.2520868717 0.7014673639 0.7860922235 0.5117667862 0.0000046826 0.6108787221 -2.2933074135 0.5040290518 0.0000019026 0.8758224377 -3.6843104568 0.0000012245 2.7666624243 0.0000037327 0.8437207730 9.1517473691 147.5308012745 27.8339494916 1.7659828443 0.6832724323 0.0319407798 -3.7223930889 -6.2659417976 -9.4021306881 -1.4960328833 0.4696551549 0.4063545547 0.5349893648 -2.4785766937 0.0000004648
3.3004977140 0.0000145123 1.0681409885 0.0000096246 1.0671149646 0.3655624508 0.0190797283 -2.1689527044 0.8329592535 0.0000039719 -1.1647347970 0.7425098672 0.7435293022 0.4989447153 0.0000028707 0.4840344807 -2.9827089788 0.5726684775 0.0000020013 0.8349474769 -3.9311064833 0.0000011847 2.1070295272 0.0000019651 0.8770365907 11.0229120815 117.7543298302 17.4128577738 1.8442461088 0.7648114707 0.0278023093 -3.7345880924 -6.5617337630 -8.6651154379 -1.5388046001 0.5942164941 0.2032264716 0.4480634147 -2.5459850044 0.0000005329
3.0458192558 0.0000147838 1.0663866435 0.0000084346 1.0722711997 0.7284879129 0.0293073325 -1.7909146584 0.6779314366 0.0000022613 -1.0707774887 0.6800208195 0.7631220071 0.5161657551 0.0000040166 0.1804055312 -2.2780206316 0.5202664269 0.0000018912 0.8056416122 -3.8798053822 0.0000016559 2.6219488782 0.0000017324 0.8419820371 9.3240751290 152.9439852138 30.0697099969 1.7457155462 1.1235742954 0.0429009571 -3.2293768668 -7.3653099875 -9.2447891808 -1.4783998605 0.5727529237 0.3746462479 0.2861349889 -2.1787683719 0.0000002008
3.2725525906 0.0000153350 1.0675878315 0.0000102313 1.0637210265 0.4950292058 0.0176547189 -2.1587403173 0.7648864443 0.0000026079 -1.1824158661 0.6761973147 0.8342212141 0.4964029618 0.0000037853 0.7947622736 -2.6225487620 0.5211800863 0.0000020171 0.7437903266 -3.8042917661 0.0000009454 2.1500082738 0.0000020341 0.8005833830 9.7690208225 143.0867875757 15.8858161894 1.8595123304 0.8587012494 0.0242290809 -3.5245433650 -7.0724123663 -9.2865569552 -1.5369987086 0.3635428182 0.4101178506 0.5539808764 -2.7974716847 0.0000002047
3.6395696496 0.0000147708 1.0598012821 0.0000133410 1.0763692803 0.3904361659 0.0178578393 -2.2067248476 0.7993388729 0.0000051324 -1.2434594578 0.7090763010 0.8063153717 0.4899737429 0.0000027805 0.6606202443 -2.5925317705 0.5326348271 0.0000018526 0.6976898540 -3.8727122969 0.0000012407 2.4296604464 0.0000015021 0.8864146983 10.6513656043 138.6561530159 39.5019665637 1.6048464659 0.6709823776 0.0214935411 -3.0374624193 -6.0236450022 -9.1071214651 -1.5949036753 0.4116831752 0.0885400944 0.3586756604 -2.2738280377 0.0000002963
3.0721618577 0.0000163945 1.0602755328 0.0000107735 1.0689479867 0.8149161964 0.0203497363 -2.0334745248 0.6054523168 0.0000051229 -1.0717264965 0.7336553596 0.7751596765 0.4995225651 0.0000034524 0.6065502884 -2.5450728651 0.5167604892 0.0000018829 0.7025160849 -3.9324988575 0.0000013123 1.8203795801 0.0000019808 0.8688065088 11.0414015818 141.6285342347 21.1021341364 1.7123729250 0.7178871673 0.0292399134 -3.7378477599 -7.1315074675 -9.1816849314 -1.6312013206 0.5121152886 0.1743747387 0.3956473139 -2.6147983945 0.0000002208
2.7600038765 0.0000165642 1.0639301962 0.0000103127 1.0720060034 0.7037399208 0.0148728655 -2.0251844994 0.8051599117 0.0000043833 -1.2019640900 0.7424035843 0.7492013506 0.5125779864 0.0000031602 0.6983747832 -2.5493141430 0.5326698617 0.0000020917 0.9634812275 -3.9638941890 0.0000007723 2.3278288118 0.0000029197 0.8577208571 16.9247262026 110.8286412063 31.1652777165 1.6948275492 0.7308645938 0.0409137489 -3.7248153528 -7.9025765085 -8.9092149526 -1.6898175216 0.6449124505 0.3086408209 0.3703046276 -2.5723122035 0.0000004373
3.1324550345 0.0000159675 1.0644897573 0.0000095701 1.0742064659 0.3235790029 0.0169546396 -2.0295061399 0.8639931815 0.0000038109 -1.1568496258 0.4602623465 0.6622245086 0.5031091752 0.0000033885 0.7300373508 -2.4548682095 0.5194657458 0.0000021262 0.8187295549 -3.8761888798 0.0000006775 2.4338314737 0.0000017031 0.8637748101 8.6118692772 133.5018082814 18.6177213708 1.8738027335 1.0082356644 0.0365257672 -2.8087729058 -8.1324658977 -9.4625341092 -1.5680164568 0.4844217411 0.3269104698 0.4178279873 -2.5361089711 0.0000002371
3.1471298058 0.0000157758 1.0668063648 0.0000120935 1.0691072235 0.4514650781 0.0155507145 -2.0556479547 0.7909900169 0.0000021803 -1.0436064638 0.6627667079 0.6971885746 0.4995555574 0.0000034983 0.4343422376 -2.6917879694 0.5581598432 0.0000018687 0.5837776186 -3.8035731690 0.0000008939 2.3564031376 0.0000016444 0.7946598416 10.9129015721 122.7635890779 21.1541193797 1.4544546859 1.1005349228 0.0381909888 -3.5370299233 -6.7421032828 -9.1811049341 -1.8488807337 0.3699579441 0.2120134033 0.4025733678 -2.7147334990 0.0000005019
3.4973404689 0.0000162177 1.0696983956 0.0000099359 1.0683913190 0.4175175311 0.0145902863 -1.6955875521 0.7193231584 0.0000023040 -1.2854241428 0.5603187757 0.7111058633 0.5374209047 0.0000037043 0.5516923880 -2.6600636285 0.5653823774 0.0000019994 0.9499422266 -3.8282159571 0.0000013043 2.1094778932 0.0000016842 0.8840620095 7.7371788314 131.0446992888 26.5943081895 1.7272060613 0.7435901834 0.0334363091 -2.9356056056 -7.3339108128 -8.5713555709 -1.6407136868 0.8542727750 0.2896921736 0.3291746529 -2.2370430353 0.0000005955
3.4106876833 0.0000168974 1.0700381260 0.0000084199 1.0709231974 0.5104151408 0.0256160573 -2.0377058291 0.8364164861 0.0000029116 -1.2346468642 0.7394492015 0.7501634631 0.5298734641 0.0000038822 0.5507281210 -2.8062488345 0.5678883087 0.0000018409 0.6220424315 -3.9366460356 0.0000008191 2.5507141487 0.0000015814 0.8329233388 9.8239455880 94.3132768478 28.8676910680 1.8105833511 1.1866498908 0.0251575212 -2.7644978873 -7.6149773810 -9.6226351638 -1.4801214190 0.2923154129 0.2748879692 0.3829386394 -2.2988285964 0.0000008273
3.5898714664 0.0000168586 1.0665247189 0.0000094730 1.0706765199 0.3298322151 0.0204170909 -2.0407784345 0.7423963336 0.0000029522 -1.3961866704 0.6844616450 0.8576808637 0.4818765629 0.0000025719 0.3985405494 -3.0280102682 0.5338654543 0.0000016353 0.8206416028 -3.8642907204 0.0000011276 2.7115035179 0.0000037314 0.8279677030 12.7862005316 131.8083792024 44.6417341751 1.6101711965 0.8510241351 0.0416528214 -3.6983434821 -7.4456155170 -9.1600872298 -1.7637377923 0.7811911215 0.3200844162 0.6211666320 -2.2219935135 0.0000007845
3.4992372835 0.0000147028 1.0664711155 0.0000079445 1.0692367062 0.2838631667 0.0173920313 -2.0608811490 0.7952585434 0.0000027896 -1.2012888145 0.6271730212 0.7728399462 0.5355024082 0.0000032695 0.3728395886 -2.5771057101 0.5206064072 0.0000020708 0.8992192809 -3.8858680214 0.0000006540 2.3011970675 0.0000041486 0.7734075670 8.0530265771 153.1502645548 13.5988041918 1.8589883559 0.8784113164 0.0294933046 -2.7242695780 -6.8099147939 -8.9376104223 -1.8036706895 0.6528053647 0.3119420493 0.4109115378 -2.1589187950 0.0000003017
3.2703904653 0.0000153595 1.0625507457 0.0000087867 1.0708604740 0.7783719386 0.0179942054 -2.2380274226 0.8170452071 0.0000031930 -1.2786712438 0.5488827101 0.7214003951 0.5417171810 0.0000030881 0.2980104763 -3.1559268700 0.5474834724 0.0000017619 0.9421519855 -3.9094733740 0.0000008611 2.4221142174 0.0000015247 0.8708393980 11.6117152131 105.1237758108 9.9513800277 1.6120440774 0.7950648201 0.0231806414 -3.4706340096 -7.2769492662 -8.5800347941 -1.4941099865 0.6729447780 0.1254353349 0.6282737215 -2.4590976489 0.0000001991
3.6115879624 0.0000155423 1.0693662296 0.0000073856 1.0751240333 0.7952661942 0.0182778797 -1.9959222488 0.7964757515 0.0000025245 -1.1151856316 0.6030919754 0.6851393544 0.4487888828 0.0000039110 0.5741208632 -2.8461805352 0.5591377357 0.0000019276 0.8981530768 -3.7742250045 0.0000010520 2.5216122866 0.0000032500 0.8717900099 10.3729416644 159.1832193961 24.5677761257 1.4623136160 1.2559399579 0.0373452191 -3.3235250411 -6.5556691937 -9.0166390541 -1.6114755889 0.6438235502 0.1515584784 0.4288544426 -2.5824479268 0.0000003276
2.9754398116 0.0000155810 1.0647406748 0.0000097805 1.0697367922 0.6919300835 0.0210817260 -2.1388105472 0.6718034523 0.0000036025 -1.2880325285 0.6968841399 0.7434734051 0.5126549455 0.0000035917 0.6388725215 -3.0438434000 0.5337309346 0.0000019591 0.8339638628 -3.9008819320 0.0000007254 2.1132441939 0.0000031690 0.8230329118 6.1125239812 110.5898940845 24.9035491474 1.7302303769 1.5064781170 0.0258112143 -3.6701539384 -6.8535115963 -8.7011566662 -1.4030018382 0.3580982395 0.1432082742 0.5281084963 -2.3501877853 0.0000005430
2.6430421102 0.0000163551 1.0562771370 0.0000104762 1.0670182665 0.9058057131 0.0274169927 -1.9768139541 0.5999101188 0.0000023351 -1.1165605384 0.5555797362 0.8234696080 0.4732598016 0.0000039092 0.6271883948 -2.9262157454 0.5470012441 0.0000017730 0.9543149271 -3.8385871078 0.0000013637 2.5813361399 0.0000047897 0.9112568915 15.5658475816 96.4381198670 36.8239714726 1.6411228532 1.0185387742 0.0263250116 -2.5689660979 -6.1615519989 -9.3725058252 -1.2802656900 0.5571098729 0.4205012749 0.3366337940 -3.0188988352 0.0000002113
2.8355519470 0.0000160211 1.0666406952 0.0000093909 1.0689485513 0.5978637291 0.0276314504 -2.2530010658 0.6538254530 0.0000023281 -1.2501194218 0.5022460693 0.7520049752 0.5292275421 0.0000033986 0.4239509154 -2.5944623167 0.5514930391 0.0000016884 0.6444073056 -3.6750260543 0.0000007403 2.1515208322 0.0000021235 0.9087897468 10.3484634523 87.0315875634 37.9736124806 1.2366498420 0.5338138431 0.0407555510 -3.0878981078 -6.4994764262 -9.2580613717 -1.2531023330 0.6210016846 0.4067833077 0.5401334962 -2.3620883972 0.0000003421
3.5441677058 0.0000147433 1.0675872377 0.0000096673 1.0691025132 0.6149886322 0.0177845429 -1.7297717646 0.7360246414 0.0000018029 -1.2142766439 0.7492025875 0.8150115244 0.4654407083 0.0000028055 0.3627243729 -2.6011590121 0.5448157838 0.0000018842 0.9575423018 -3.8388473909 0.0000013859 2.5111790047 0.0000019898 0.7590753575 13.4668724110 135.5357274363 36.7011469316 1.3452419089 0.8318541624 0.0359748707 -3.1694447158 -7.6008860733 -8.4434746251 -1.6000487600 0.6147272419 0.3441679001 0.3250397962 -2.5545393414 0.0000003130
